"index","alcohol","category","country","description","designation","price","rating","region","subregion","title","url","varietal","vintage","winery"
"61","12","Sparkling","France","This lovely tete de Cuvée shows off a mature, sweet bready nose with light citrus accents. It hits the palate with assertive, full green apple, bright citrus fruit complemented by strong leesy notes. Quite young and lively despite its age, it closes long with complex lemon and yeast flavors, and should even improve with a few more years in the bottle.","Consécration du Siécle Brut","80","89","Champagne","Champagne","J. de Telmont 1990 Consécration du Siécle Brut  (Champagne)","https://www.winemag.com/buying-guide/j-telmont-1990-consecration-siecle-brut-sparkling-champagne/","Champagne Blend","1990","J. de Telmont"
"62","12.5","Sparkling","France","The aromas of this robust Rosé scream ""Pinot Noir,"" with their earthy, leathery, cherry and barnyard elements. It tastes like a good Pinot that's been livened up with bubbles; even the texture has some of that velvet that you find in Burgundies.","Dom Pérignon Rosé","290","90","Champagne","Champagne","Moët & Chandon 1990 Dom Pérignon Rosé  (Champagne)","https://www.winemag.com/buying-guide/moet-chandon-1990-dom-perignon-rose-sparkling-champagne/","Champagne Blend","1990","Moët & Chandon"
"63","12.5","Sparkling","France","The deep, liqueur-like nose shows almost sweet baking aromas, like egg-enriched breads. Rich and weighty; verging on opulent in the mouth, with honey, almond, orange and apricot flavors. The long spice-and-mineral finish gives it an extra element of class.","Louise","140","93","Champagne","Champagne","Pommery 1990 Louise  (Champagne)","https://www.winemag.com/buying-guide/pommery-1990-louise-sparkling-champagne/","Champagne Blend","1990","Pommery"
"64","12","Sparkling","France","Nutty and doughy, this amazingly complex offering mixes in plenty of citrus fruits, plums, and mineral and floral notes. The juxtaposition of creamy texture and delicacy of weight leaves you wondering, ""How do they do that?"" It's hard to believe such an ephemeral sip can carry so much flavor.","Brut","51","94","Champagne","Champagne","Delbeck 1990 Brut  (Champagne)","https://www.winemag.com/buying-guide/delbeck-1990-brut-sparkling-champagne/","Champagne Blend","1990","Delbeck"
"65",NULL,"Sparkling","France","Fragrant and mature, with a note of créme liqueur or caramello in the nose. Smoky and apple-tinged, the mouthfeel is round and properly acidic. Lemons and a slight herbal essence in the finish.","Brut","50","89","Champagne","Champagne","Piper-Heidsieck 1990 Brut  (Champagne)","https://www.winemag.com/buying-guide/piper-heidsieck-1990-brut-sparkling-champagne/","Champagne Blend","1990","Piper-Heidsieck"
"66",NULL,"Sparkling","France","Tight and straightforward, but quite complex. Licorice and lime grace the linear palate. A lot of intense but soft fruit in the mouth. An immensely clear, forward and stately Champagne. One of those ""big name"" status bubblies that does what it takes to deserve its praise.","La Grande Dame Brut","135","92","Champagne","Champagne","Veuve Clicquot Ponsardin 1990 La Grande Dame Brut  (Champagne)","https://www.winemag.com/buying-guide/veuve-clicquot-ponsardin-1990-grande-dame-brut-sparkling-champagne/","Champagne Blend","1990","Veuve Clicquot Ponsardin"
"67",NULL,"Sparkling","France","An exceptional Champagne, with an elegant opening leading to a creamy, mouthfilling center. Unlike many Champagnes, fruit plays a leading role, with a delicious blend of mango, a hint of pineapple, and touch of ripe strawberry.","Cuvée William Deutz Brut","89","96","Champagne","Champagne","Deutz 1990 Cuvée William Deutz Brut  (Champagne)","https://www.winemag.com/buying-guide/deutz-1990-cuvee-william-brut-sparkling-champagne/","Champagne Blend","1990","Deutz"
"68","12","Sparkling","France","This toasty, superbly mature wine is part of a series of releases featuring the house's cellar-matured Champagnes. This emerges from the glass with complex flavors of almond, brioche, citrus and a hint of steeliness. The majestic richness of the wine has fully justified its decades of aging.","Cave Privée Brut","208","97","Champagne","Champagne","Veuve Clicquot Ponsardin 1990 Cave Privée Brut  (Champagne)","https://www.winemag.com/buying-guide/veuve-clicquot-ponsardin-1990-cave-privee-brut-sparkling-champagne/","Champagne Blend","1990","Veuve Clicquot Ponsardin"
"69","12","Sparkling","France","This re-release of a limited quantity of the 1990 vintage from Moët's library is a wonderfully mature wine, but not old. It has toast, cookie and almond flavors over a complex pattern of tight tannins and rare spices. A wine to savor, although its flavors lend themselves to many rich foods.","Grand Vintage Collection Brut","355","95","Champagne","Champagne","Moët & Chandon 1990 Grand Vintage Collection Brut  (Champagne)","https://www.winemag.com/buying-guide/moet-chandon-1990-grand-vintage-collection-brut-sparkling-champagne/","Champagne Blend","1990","Moët & Chandon"
"70","12","Sparkling","France","In the twisted logic of Champagne, Extra-Dry is sweeter than Brut. This old vintage, released after 10 years, has been given an extra dosage. The result is a curious wine, honeyed, sweet, with a candied lemon-lime character.","Vinothéque Premier Cru Extra-Dry","200","84","Champagne","Champagne","J. Dumangin Fils 1990 Vinothéque Premier Cru Extra-Dry  (Champagne)","https://www.winemag.com/buying-guide/j-dumangin-fils-1990-vinotheque-premier-cru-extra-dry-sparkling-champagne/","Champagne Blend","1990","J. Dumangin Fils"
"72","12.5","Sparkling","France","The brilliant, yet subtle anise, sandalwood, cherry, cocoa, vanilla and almond bouquet that opens this delicious, elegant wine seems hard to follow. However, the full, creamy palate, with its dry cherry, chalk, toast and mineral flavors and lively effervescence doesn't disappoint. Delicious and long, the clean and tangy finish has a winning blend of vinous, citrus and caramel notes that show tremendous persistence.","Louise Rosé","240","92","Champagne","Champagne","Pommery 1992 Louise Rosé  (Champagne)","https://www.winemag.com/buying-guide/pommery-1992-louise-rose-sparkling-champagne/","Champagne Blend","1992","Pommery"
"73","12","Sparkling","France","Mature caramel, soy sauce, meat and apple butter notes open this medium-full, creamy, rich Champagne.  In the mouth, tasters were quick to identify the earth, leather and red plum flavors that come from this wine's healthy dose of Pinot Noir.  Finishes long and dry, with hints of cherry and yeast.","La Grande Année Brut","90","89","Champagne","Champagne","Bollinger 1992 La Grande Année Brut  (Champagne)","https://www.winemag.com/buying-guide/bollinger-1992-la-grande-annee-brut-champagne-13332/","Champagne Blend","1992","Bollinger"
"74","12","Sparkling","France","Spicy ginger and liqueur-like vanilla notes on the nose announce this engaging, medium-weight Champagne. There's nice tension here between the bright, youthful lemon and green-apple flavors and the fuller, fairly mature earthy notes. It finishes long and nicely complex, and comes in a unique pineapple-like bottle, too.","Cuvée Palmes d'Or Brut","125","90","Champagne","Champagne","Nicolas Feuillatte 1992 Cuvée Palmes d'Or Brut  (Champagne)","https://www.winemag.com/buying-guide/nicolas-feuillatte-1992-cuvee-palmes-dor-brut-sparkling-champagne/","Champagne Blend","1992","Nicolas Feuillatte"
"75","12.5","Sparkling","France","Shows some older notes: a bouquet of toasted white bread, cinnamon, brown sugar and smoky yeast, with just the slightest hint of white pepper. Really rich and complex, with supple lime flavors offsetting the earthy impression. Very dry, with an overall excellent palate impression. Should continue to age and grow finer.","Blanc de Blancs Brut Mosaïque","38","91","Champagne","Champagne","Jacquart 1992 Blanc de Blancs Brut Mosaïque  (Champagne)","https://www.winemag.com/buying-guide/jacquart-1992-blanc-blancs-brut-mosaique-sparkling-champagne/","Champagne Blend","1992","Jacquart"
"76","12.5","Sparkling","France","Jacquart makes a full-bodied, ripe style of Champagne, with tiny, effusive bubbles. Flavors of slightly overripe apples lead into a mature palate with hints of oxidation. Sherry, nuts, olive oil, vanilla and other less identifiable nuances meld into a rich, ripe, satisfying and complex whole.","Cuvée Mosaïque","38","92","Champagne","Champagne","Jacquart 1992 Cuvée Mosaïque  (Champagne)","https://www.winemag.com/buying-guide/jacquart-1992-cuvee-mosaique-sparkling-champagne/","Champagne Blend","1992","Jacquart"
"77","12.5","Sparkling","France","A deep and full nose with yeasty, leesy qualities opens this solid and serious offering. Decidedly not fruit-driven, it is still very satisfying, with toast and mild grapefruit flavors, and a full but fairly soft feel. Easy and pleasing, it intriguingly offers more depth than first meets the mouth.","Blanc de Blancs Brut","63","90","Champagne","Champagne","Delamotte 1992 Blanc de Blancs Brut  (Champagne)","https://www.winemag.com/buying-guide/delamotte-1992-blanc-de-blancs-brut-champagne-7229/","Champagne Blend","1992","Delamotte"
"78","12","Sparkling","France","Aromas of toasted hazelnuts and yeast give way on the palate to oranges, cloves and golden delicious apples. The Bolly house style of weight and heft is well displayed here, balanced out by a long, taut finish.","La Grande Année Brut","90","90","Champagne","Champagne","Bollinger 1992 La Grande Année Brut  (Champagne)","https://www.winemag.com/buying-guide/bollinger-1992-grande-annee-brut-sparkling-champagne/","Champagne Blend","1992","Bollinger"
"79",NULL,"Sparkling","France","Light, dusty, yeasty and maybe just a bit musty in the nose. The fruit is ripe and big. Finishes aggressive and full, with the clear flavor of walnut oil and bitter almonds. Soft in the mouth and sturdy.","Brut","51","88","Champagne","Champagne","Taittinger 1992 Brut  (Champagne)","https://www.winemag.com/buying-guide/taittinger-1992-brut-sparkling-champagne/","Champagne Blend","1992","Taittinger"
"80",NULL,"Sparkling","France","Odd aromatics, somewhere between anise and bubblegum, are followed by more positive grapefruit, chalky, earthy flavors. Medium mouthfeel and finish, but doesn't fully recover from the off quality of the nose.","Blanc de Blancs Brut","63","84","Champagne","Champagne","Delamotte 1992 Blanc de Blancs Brut  (Champagne)","https://www.winemag.com/buying-guide/delamotte-1992-blanc-blancs-brut-sparkling-champagne/","Champagne Blend","1992","Delamotte"
"82",NULL,"Sparkling","France","A beautifully matured wine, all toast and rich vanilla with a touch of currants still there, suggesting the wine has more time to develop. This is how mature Champagne should be, and is a good reminder of how different it is from the fruitier wines we are more used to.","Dom Ruinart Blanc de Blancs Brut","150","93","Champagne","Champagne","Ruinart 1993 Dom Ruinart Blanc de Blancs Brut  (Champagne)","https://www.winemag.com/buying-guide/ruinart-1993-dom-blanc-blancs-brut-sparkling-champagne/","Champagne Blend","1993","Ruinart"
"83","12.5","Sparkling","France","One of the legendary names in Champagne also comes in a smart, sophisticated Rosé version. It is pale salmon pink, with rich, creamy, toasty aromas. To taste, it is rich, revealing toast, vanilla and caramel flavors along with mature acidity and fine, elegant soft strawberry fruits.","Dom Perignon Rosé","150","91","Champagne","Champagne","Moët & Chandon 1993 Dom Perignon Rosé  (Champagne)","https://www.winemag.com/buying-guide/moet-chandon-1993-dom-perignon-rose-sparkling-champagne/","Champagne Blend","1993","Moët & Chandon"
"84",NULL,"Sparkling","France","Although not labeled blanc de blancs, this is 100% Chardonnay, bottled in 1994 and disgorged in 2002. The bouquet is intense and youthfully vigorous, carrying scents of toast and fresh limes, along with notes of ash and earth. It's creamy and delicate in the mouth, with assertive flavors of yellow fruits and toast, culminating in a long, citrusy finish. Drinkable now, but capable of aging another 10 years or more.","Dom Ruinart","130","92","Champagne","Champagne","Ruinart 1993 Dom Ruinart  (Champagne)","https://www.winemag.com/buying-guide/ruinart-1993-dom-sparkling-champagne/","Champagne Blend","1993","Ruinart"
"85","12","Sparkling","France","Dusty, bready aromas are somewhat mute, and the mouthfeel on the sharp side-this Champagne is just not ready to come out of the cellar. Still, it has nice pinapple, ginger and brioche flavors and a lingering finish. Revisit it in 5 or 10 years.","Cuvée Sir Winston Churchill Brut","166","89","Champagne","Champagne","Pol Roger 1993 Cuvée Sir Winston Churchill Brut  (Champagne)","https://www.winemag.com/buying-guide/pol-roger-1993-cuvee-sir-winston-churchill-brut-sparkling-champagne/","Champagne Blend","1993","Pol Roger"
